champion,games,kills per game,deaths per game,assists per game,kda,win %,dmg/min,cs/min,gold/min,avg game time,dmg/gold
Ryze,23,12.782608695652174,7.956521739130435,18.434782608695652,3.9234972677595628,82.6086956521739,1669.3599208463352,3.984321485653398,727.5302534439454,19.042028985507248,2.29455739186653
Vladimir,19,11.947368421052632,10.526315789473685,18.210526315789473,2.865,68.42105263157895,1357.9244834956066,2.62882925670862,663.7995725480883,22.163157894736845,2.045684480155692
Akali,16,15.6875,9.875,11.0,2.7025316455696204,56.25,1219.2312856663311,2.141658274588788,709.2883517959048,18.61875,1.7189501034089456
Cassiopeia,14,10.214285714285714,10.642857142857142,21.571428571428573,2.9865771812080535,71.42857142857143,1398.8437770719033,2.4187120993358366,666.9130811435174,20.613095238095234,2.0974903876130107
Swain,11,12.545454545454545,9.181818181818182,27.0,4.306930693069307,81.81818181818181,1704.2799231918075,2.462129293791338,685.7691487091957,21.30454545454545,2.485209383361334
Mordekaiser,9,10.11111111111111,9.666666666666666,16.0,2.7011494252873565,66.66666666666667,1164.788029925187,1.8564699362704349,660.2272097533943,20.05,1.7642230018969598
Riven,9,11.777777777777779,12.444444444444445,18.22222222222222,2.4107142857142856,33.333333333333336,1218.1911878381864,2.1231641329554245,669.2862664261789,21.561111111111106,1.8201347449470644
Renekton,9,9.88888888888889,11.222222222222221,15.0,2.217821782178218,22.22222222222222,1040.5856812933025,2.222632794457275,646.3260969976906,20.046296296296294,1.6100010290889133
Sylas,9,10.88888888888889,12.222222222222221,15.555555555555555,2.1636363636363636,55.55555555555556,1226.3179470361565,1.3527916700828073,623.7205870295975,22.587037037037035,1.966133510000631
Ahri,8,9.0,8.875,22.5,3.5492957746478875,62.5,1281.7334893119216,2.252472615122833,645.7577368924811,19.589583333333334,1.984851928340629
Lissandra,8,13.25,11.625,23.125,3.129032258064516,50.0,1734.5225925168675,3.1772643631159267,699.6667348190553,20.37916666666667,2.4790696858918726
Malzahar,8,9.125,11.25,23.875,2.933333333333333,62.5,1524.2363977485927,2.6791744840525324,643.5590994371481,22.208333333333336,2.368448211021611
Irelia,8,10.875,12.375,18.625,2.3838383838383836,50.0,1087.419838178004,3.745879532514234,667.3479172909798,20.856250000000003,1.629464646555363
Azir,8,8.875,12.125,18.875,2.288659793814433,50.0,1199.876142730758,2.4535535240342083,629.8083161309349,21.193749999999998,1.9051449655379082
Ezreal,7,9.428571428571429,7.857142857142857,18.571428571428573,3.5636363636363635,57.142857142857146,1108.229483282675,1.8844984802431612,650.9574468085107,18.8,1.7024607195386734
Anivia,7,12.285714285714286,10.285714285714286,22.857142857142858,3.4166666666666665,28.571428571428573,1354.2388951870555,2.4672781613933834,672.8187158610739,23.10238095238095,2.0127842214583755
Vel'Koz,7,12.571428571428571,10.857142857142858,23.0,3.276315789473684,42.857142857142854,1489.1936119873817,1.8572555205047319,644.0713722397477,24.152380952380952,2.312156192890138
Kayle,7,12.857142857142858,11.857142857142858,25.428571428571427,3.2289156626506026,57.142857142857146,1420.5835010060362,3.4473507712944333,693.6552649228706,21.3,2.047967589727723
Veigar,7,8.285714285714286,10.285714285714286,19.0,2.6527777777777777,42.857142857142854,1005.2030735455545,2.905232345407977,657.9216977680206,19.52142857142857,1.5278460597297148
Urgot,7,10.142857142857142,11.142857142857142,18.714285714285715,2.58974358974359,71.42857142857143,1219.5092024539879,2.966021708352997,654.4856064181218,20.18095238095238,1.863309430329775
Lucian,7,9.714285714285714,11.0,17.857142857142858,2.5064935064935066,42.857142857142854,1073.6233556427417,3.2402492499423032,667.2767135933533,20.633333333333333,1.6089627193209999
Syndra,7,9.0,10.714285714285714,15.428571428571429,2.28,28.571428571428573,1230.873786407767,2.1203883495145632,627.4174757281553,18.392857142857142,1.9618098539242386
Illaoi,7,7.714285714285714,11.571428571428571,15.0,1.962962962962963,14.285714285714286,1276.7508623567376,2.5637031267386226,627.7734505396684,21.39761904761905,2.0337764543230885
Tristana,7,9.142857142857142,14.428571428571429,18.285714285714285,1.900990099009901,0.0,1330.9808461376551,2.8099347505788255,644.1191328141443,22.623809523809523,2.066358191104532
Yasuo,7,6.285714285714286,12.571428571428571,15.857142857142858,1.7613636363636365,71.42857142857143,934.1356673960613,2.7060539752005837,623.7636761487965,19.585714285714285,1.4975794569564302
Lux,6,11.833333333333334,8.666666666666666,30.5,4.884615384615385,33.333333333333336,1452.3664122137404,2.387231089521166,673.851492019431,24.016666666666666,2.1553212086259808
Neeko,6,9.333333333333334,9.333333333333334,17.666666666666668,2.892857142857143,33.333333333333336,1172.2958722506778,2.711660138595962,636.2820126544138,18.438888888888894,1.842415546779555
Morgana,5,6.8,6.6,22.0,4.363636363636363,40.0,1143.7507660878446,1.6179775280898874,629.3687436159346,16.31666666666667,1.8172983289837572
Orianna,5,11.2,10.0,23.6,3.48,40.0,1510.430667297681,3.000473260766683,686.6256507335543,21.13,2.1997877091891596
Darius,5,12.6,8.0,15.0,3.45,60.0,1254.4857204208718,3.4915181447283654,800.7687352372772,15.523333333333335,1.5666017730439399
Galio,5,7.4,8.8,21.6,3.2954545454545454,100.0,968.7694055282091,1.5562287012495268,641.211662249148,17.606666666666666,1.5108418367346939
Ekko,5,10.0,10.8,16.8,2.4814814814814814,60.0,1071.7198468410977,1.8091895341416722,637.9451180599873,20.89333333333333,1.679956185102935
Jayce,5,15.0,14.4,19.8,2.4166666666666665,60.0,1265.0307873706274,1.6507271059871609,652.3437704703261,25.443333333333335,1.9392088108062515
Vayne,5,5.8,7.8,11.4,2.2051282051282053,20.0,713.7744034707159,2.852494577006508,613.0585683297181,18.439999999999998,1.1642841978628546
Brand,4,7.0,9.5,19.75,2.8157894736842106,25.0,1530.619805271907,2.5504630729042983,647.9316076941344,17.545833333333334,2.362316928354664
Viktor,4,8.25,11.5,18.25,2.3043478260869565,75.0,1045.3981900452488,2.5791855203619907,656.4434389140271,18.416666666666668,1.5925183010050044
Zed,4,15.0,11.5,10.0,2.1739130434782608,75.0,1417.5634077606765,1.7168870583134621,709.2824626056797,19.22083333333333,1.9985879850363089
Garen,4,6.5,11.0,14.0,1.8636363636363635,25.0,850.4884941461446,1.5260395639886961,575.4380298748487,20.641666666666666,1.477984509176629
Xerath,3,11.333333333333334,8.0,25.0,4.541666666666667,66.66666666666667,1498.3949255377827,2.7137341423055705,646.7126309983453,20.144444444444446,2.3169408694317224
