champion,games,kills per game,deaths per game,assists per game,kda,win %,dmg/min,cs/min,gold/min,avg game time,dmg/gold
Thresh,26,6.269230769230769,7.076923076923077,25.846153846153847,4.538043478260869,50.0,681.8557846244322,1.285980331296762,619.9248537916162,19.6198717948718,1.0999007064389028
Alistar,22,5.863636363636363,9.045454545454545,33.13636363636363,4.311557788944723,54.54545454545455,803.0778572392388,0.8581837808662797,606.0659829982458,22.457575757575764,1.3250667085229948
Gangplank,18,8.277777777777779,5.944444444444445,19.38888888888889,4.654205607476635,61.111111111111114,1253.398957730168,3.2016391252060044,676.5640728698054,20.787962962962965,1.8525946144517873
Pyke,15,14.133333333333333,7.933333333333334,15.6,3.7478991596638656,53.333333333333336,901.3433578417822,0.4875891425728343,754.5160042014484,20.09888888888889,1.194598063954562
Seraphine,13,5.538461538461538,7.153846153846154,30.076923076923077,4.978494623655914,38.46153846153846,880.4886943836616,2.5784099197665937,645.619985412108,21.092307692307692,1.363787853967429
Zac,13,5.230769230769231,6.846153846153846,24.615384615384617,4.359550561797753,61.53846153846154,805.8523748395378,1.6020539152759947,613.7021822849807,19.974358974358974,1.3131000640068273
Lux,12,7.416666666666667,5.0,27.0,6.883333333333334,66.66666666666667,1092.6583388121849,1.9373219373219372,643.87902695595,19.0125,1.6969932131163163
Malphite,12,10.5,9.666666666666666,17.75,2.9224137931034484,50.0,1140.4765902486279,1.9916047788182114,626.1078463028738,21.506944444444443,1.8215337772606877
Aatrox,12,8.0,9.333333333333334,16.083333333333332,2.580357142857143,58.333333333333336,1037.1015908456602,1.8169132012280214,622.1127546748535,19.905555555555555,1.6670637003539657
Senna,11,8.090909090909092,5.0,35.09090909090909,8.636363636363637,63.63636363636363,1115.4966611018365,2.3664440734557597,686.2145242070117,21.78181818181818,1.6255800799187432
Brand,11,10.363636363636363,8.727272727272727,21.09090909090909,3.6041666666666665,45.45454545454545,1571.5795123447324,1.978224198742524,666.5741450697745,19.76060606060606,2.3576964752814185
Ziggs,10,9.0,6.0,23.0,5.333333333333333,60.0,1298.4097810452292,3.3178839699536513,665.4371104363113,20.85666666666667,1.9512133613857106
Karthus,10,14.7,10.0,26.8,4.15,80.0,1573.1158094959399,3.2174994513131905,713.9688345892165,22.781666666666666,2.2033396043134506
Rakan,9,4.111111111111111,4.888888888888889,29.333333333333332,6.840909090909091,44.44444444444444,493.02197802197816,0.5832628909551988,601.4771766694845,17.52592592592592,0.8196852634574642
Karma,9,4.444444444444445,6.555555555555555,29.0,5.101694915254237,22.22222222222222,706.2462515434821,1.39707179396719,595.1102487211149,20.996296296296297,1.1867485950060468
Gnar,9,5.111111111111111,7.0,19.333333333333332,3.492063492063492,66.66666666666667,899.7560733763015,2.3321764997521073,633.6023797719386,18.675925925925924,1.4200642265582453
